Name,Slug,Collection ID,Item ID,Created On,Updated On,Published On,Date added / updated,Logo Image,Target locations hide,Regions,Regions 2,Sector,Units (min),Units (max),Contact,Phone,Website,email,Recent planning application,Application 1 - Link to planning application,Application 1 - LPA of the application,Application 1 - no. of dwellings,Applicattion 1 - Date,Contact linkedin,Link to recent planning applications
Tern Developments,tern-developments,63c82b7a254c065170a9ee94,66604e188889b1c9732ac035,Wed Jun 05 2024 11:38:00 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:38:00 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604e188889b1c9732ac00b_65e9a33204bdefcc6fbf75a9_65817a48a6a83cd184dfb760_64946857fd41735033654042_Tern%25252520Developments%25252520Logo.png,,South East,south-east,Residential,5,50,Karl Pickering (Director),,http://www.terndevelopments.co.uk/Land.html,karl@terndevelopments.co.uk,false,,,,,,
Tesni Properties,tesni-properties,63c82b7a254c065170a9ee94,66604e18f02726c057b971ff,Wed Jun 05 2024 11:38:00 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:38:00 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604e18f02726c057b971e9_65e9a33279e945a5ad50e8c6_65817a49b3b1e15294ad0e8d_64946857fd4173503365403b_Tesni%25252520Propertieslogo.jpeg,,"North West, Midlands, South East",north-west; midlands; south-east,Residential,25,500,Sam Leuty-Milner (Developement Manager),,https://tesnihomes.co.uk/land-map,samuel.leuty.milner@tesnihomes.co.uk,true,https://plan.malvernhills.gov.uk/Planning/Display/M/22/00289/OUT,Malvern Hills,125,Fri Mar 11 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,
Thakeham Homes,thakeham-homes,63c82b7a254c065170a9ee94,66604e1859a73e4a6ce1eae7,Wed Jun 05 2024 11:38:00 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:38:00 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604e1859a73e4a6ce1eae1_65e9a3325eafbc8c3440b820_65817a490201cdf8b869ce3e_64946857fd4173503365403f_Thakeham%25252520Homes%25252520Ltd%25252520logo.png,"Wealden, Guildford, Lewes","London, South East",london; south-east,Residential,50,150,Elliott Newlyn (Land Director),01403 787300,https://thakeham.com/land-buyers,Elliott.Newlyn@thakeham.com,true,https://pa.midsussex.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=RJ6PHSKT0FX00,Mid Sussex,264,Thu Oct 13 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,
The PG Group,the-pg-group,63c82b7a254c065170a9ee94,66604e18b6558bd6480f5834,Wed Jun 05 2024 11:38:00 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:38:00 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604e18b6558bd6480f582e_65e9a3327d1533733deff462_65817a4928ecd57f808a6dec_64946857fd41735033654381_pg%25252520group.png,,South West,south-west,,100,500,Sam Woollcott (Senior Land Manager),,https://www.thepggroup.co.uk/project-status/past-developments/,info@thepggroup.co.uk,false,,,,,,
Thirteen Group,thirteen-group,63c82b7a254c065170a9ee94,66604e19b64ffb40b244d987,Wed Jun 05 2024 11:38:01 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:38:01 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604e19b64ffb40b244d970_65e9a3327136a7e25e32667c_65817a496d3f9aec8a083d5e_64946857fd4173503365403d_Thirteen%25252520Group%25252520Logo.jpeg,Middlesbrough,North West,north-west,Residential,100,500,,1914933996,https://www.thirteengroup.co.uk/,,true,https://publicaccess.middlesbrough.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=QGT311KU00500,Middlesbrough,296,Thu Oct 01 2020 00:00:00 GMT+0000 (Coordinated Universal Time),,
Thomas Homes,thomas-homes,63c82b7a254c065170a9ee94,66604e19bb8c8abbcff5db44,Wed Jun 05 2024 11:38:01 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:38:01 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604e19bb8c8abbcff5db3e_65e9a3334201b8f51d06c631_65817a4a0583e4295871cc8e_64946857fd4173503365406e_Thomas%25252520Homes.jpeg,,"Midlands, South East, South West",midlands; south-east; south-west,Residential,10,50,James Thomas (Director),,https://www.thomashomes.co.uk/our-developments/land-acquisition/,info@thomashomes.co.uk,false,,,,,,
Thornsett Group,thornsett-group,63c82b7a254c065170a9ee94,66604e1989b8adaa4ce45aca,Wed Jun 05 2024 11:38:01 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:38:01 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604e1989b8adaa4ce45ac4_65e9a33381587b13db120487_65817a4a84a5125d942114fb_64946857fd41735033654038_Thornsett%25252520Group.png,,London,london,Residential,5,150,Paul Terry (Development Manager),,https://www.thornsett.co.uk/latest-developments,info@thornsett.co.uk,false,,,,,,
Tilia Homes,tilia-homes,63c82b7a254c065170a9ee94,66604e1a088baaeca8ed41d9,Wed Jun 05 2024 11:38:02 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:38:02 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604e1a088baaeca8ed41cd_65e9a3335eafbc8c3440b94b_65817a4ab5ff0b77bac1cf18_64946857fd41735033654044_Tilia%25252520Homes%25252520Logo.jpeg,,"London, Midlands, North East, North West, Scotland, South East, South West, Wales",london; midlands; north-east; north-west; scotland; south-east; south-west; wales,Residential,10,75,Alex Maynard (Head of Land),,https://www.tiliahomes.co.uk/land,Alexander.Maynard@tiliahomes.co.uk,true,https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?applicationnumber=TWC/2022/0854,Telford,215,Fri Oct 14 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,
Tolent Living,tolent-living,63c82b7a254c065170a9ee94,66604e1a196d6207729a706d,Wed Jun 05 2024 11:38:02 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:38:02 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604e1a196d6207729a7035_65e9a333f7e121040add315d_65817a4b2144d45074e442dd_64946857fd41735033654041_Tolent.jpeg,,North East,north-east,Residential,50,250,Mike Brown (Commercial Director),,https://www.tolent.co.uk/sectors/residential/,mbrown@tolent.co.uk,false,,,,,,
Torsion Care,torsion-care,63c82b7a254c065170a9ee94,66604e1a89b8adaa4ce45b0e,Wed Jun 05 2024 11:38:02 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:38:02 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),Thu Feb 22 2024 00:00:00 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604e1a89b8adaa4ce45b08_65e9a333d66f21e51eceb924_65817a4bf66cbf66186d608a_64946857fd41735033654043_Torsion%25252520care%25252520logo.png,,"London, Midlands, North East, North West, Scotland, South East, South West, Wales",london; midlands; north-east; north-west; scotland; south-east; south-west; wales,Care,5,100,Chris Burns (Land Manager),,https://torsion-care.co.uk/land-wanted/,chrisburns@torsioncare.co.uk,true,https://publicaccess.salford.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=RJ9QD0NPIGW00,Salford,214,Tue Oct 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),https://www.linkedin.com/in/chris-burns-19347364/,https://www.planninglist.co.uk/sectors/care?*=torsion
Troy Homes,troy-homes,63c82b7a254c065170a9ee94,66604e1a23e1cf739302aa41,Wed Jun 05 2024 11:38:02 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:38:02 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604e1a23e1cf739302aa27_65e9a3333d2b4252b76ac21e_65817a4b093aab6d4e51d445_64946857fd41735033654040_Troy%25252520Homes%25252520logo.png,,"London, South East",london; south-east,Residential,10,50,Charlie Warner (Land Buyer),07725 070 038,https://troyhomes.co.uk/land-wanted/,charliewarner@troyhomes.co.uk,false,,,,,,
Tulloch Homes,tulloch-homes,63c82b7a254c065170a9ee94,66604e1b6d522c83533e050f,Wed Jun 05 2024 11:38:03 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:38:03 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604e1b6d522c83533e0506_65e9a33310a6fe163bd7872f_65817a4bdf2e4b2a74618e4d_64946857fd41735033654039_Tulloch%25252520Homes%25252520logo%25252520(1).jpeg,,Scotland,scotland,Residential,5,25,Sandy Grant (Director),,https://www.tulloch-homes.com/developments,Sandy.Grant@tulloch-homes.com,true,https://wam.highland.gov.uk/wam/applicationDetails.do?activeTab=summary&keyVal=RLDROAIH0FM00,Highland,160,Thu Nov 10 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,
Urban Splash,urban-splash,63c82b7a254c065170a9ee94,66604e1b2f7acd4bfac839d8,Wed Jun 05 2024 11:38:03 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:38:03 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604e1b2f7acd4bfac839c9_65e9a333f3cabdc9f1a1ba45_65817a4bf546c5b824c4a42c_64946857fd4173503365406f_Urban%25252520Splash.jpeg,,"London, Midlands, North East, North West, Scotland, South East, South West, Wales",london; midlands; north-east; north-west; scotland; south-east; south-west; wales,Residential,100,2500,Katie Dean (Land Director),,https://www.urbansplash.co.uk/land,katiedean@urbansplash.co.uk,false,,,,,,
Verto Homes,verto-homes,63c82b7a254c065170a9ee94,66604e1be12074f8cd25f2b9,Wed Jun 05 2024 11:38:03 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:38:03 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604e1be12074f8cd25f2b3_65e9a334d66f21e51eceb9a7_65817a4ca70717a189f2258d_64946857fd4173503365403a_Verto-Homes-Logo.jpeg,,South West,south-west,Residential,5,25,Richard Pearce (Co-Founder),,https://vertohomes.com/about/land-and-planning/,land@vertohomes.com,false,,,,,,
Village Developments,village-developments,63c82b7a254c065170a9ee94,66604e1bec5a1da367bd9ca5,Wed Jun 05 2024 11:38:03 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:38:03 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604e1bec5a1da367bd9c80_65e9a334bb348ed9c44ae027_65817a4c30adff39ca8c052c_64946857fd41735033654031_Village%25252520Developments.png,,South East,south-east,Residential,5,20,Nigel Greenhalgh (Managing Director),,https://villagedevelopments.com/land/,nigel@villagedevelopments.com,false,,,,,,
Village Partnerships,village-partnerships,63c82b7a254c065170a9ee94,66604e1bef720f41a063f835,Wed Jun 05 2024 11:38:03 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:38:03 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604e1bef720f41a063f801_65e9a3348d812412bcc1a934_65817a4cf9077cee5c5dabf0_64946857fd41735033654033_Village%25252520Partnerships%25252520logo.jpeg,,Midlands,midlands,Residential,10,50,Alex Carstairs (Land Manager),,https://villagepartnerships.co.uk/land-wanted/,info@villagepartnerships.co.uk,true,https://planning.bolsover.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=RIAENADDGU200,Bolsover,61,Fri Sep 16 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,
Vita Group,vita-group,63c82b7a254c065170a9ee94,66604e1b519246de1e87552b,Wed Jun 05 2024 11:38:03 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:38:03 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),Mon Jan 08 2024 00:00:00 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604e1b519246de1e8754ee_65e9a33439c2ad2307a81307_659c0ca3195e71a1ef7e0586_https-%25253A%25253Avita-group.co.uk%25253Aland%25253A.png,,"South East, London",south-east; london,,15,100,Alexander Kelly (Acquisitions Director),,https://vita-group.co.uk/land/,Alexander.Kelly@vitagroup.com,false,,,,,,https://www.planninglist.co.uk/sectors/residential?*=vita+group
Vivid Homes,vivid-homes,63c82b7a254c065170a9ee94,66604e1cfb73bf23d64a8ea1,Wed Jun 05 2024 11:38:04 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:38:04 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604e1cfb73bf23d64a8e91_65e9a3347da0aa57683b06cd_65817a4d2b293fa046f31d6c_64946857fd41735033654034_Vivid%25252520Homes%25252520Logo.jpeg,TestValley,South East,south-east,Residential,50,500,Victoria Harfield (Land Director),,https://www.vividhomes.co.uk/about-us/more-homes/land,victoria.harfield@vividhomes.co.uk,true,https://planning.newforest.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_NEWFO_DCAPR_216960,New Forest,156,Wed May 11 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,
Waddeton Park,waddeton-park,63c82b7a254c065170a9ee94,66604e1ce7ebc7fd3bf77bb0,Wed Jun 05 2024 11:38:04 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:38:04 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604e1ce7ebc7fd3bf77ba8_65e9a334311e512ddca828ed_65817a4cd6fa664b7ddfc331_64946857fd41735033654066_Waddeton%25252520Park%25252520logo.jpeg,,"London, Midlands, North East, North West, Scotland, South East, South West, Wales",london; midlands; north-east; north-west; scotland; south-east; south-west; wales,Residential,25,250,Simon Steele-Perkins (Director),,https://www.waddetonpark.co.uk/buyingyourland,simon@greendalecourt.com,false,,,,,,
Wainhomes,wainhomes,63c82b7a254c065170a9ee94,66604e1cc4cb3b1e98497209,Wed Jun 05 2024 11:38:04 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:38:04 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604e1cc4cb3b1e98497203_65e9a3342c6279d8a51317eb_65817a4ca05b97035889d324_64946857fd4173503365402a_Wainhomes%25252520Logo.jpeg,"NorthDevon, SouthGloucestershire, Mendip, Wyre, Preston, AntrimNewtownabbey, WestLancashire, Cornwall","South West, Midlands, North West",south-west; midlands; north-west,Residential,50,750,"Richard Chamberlain (Northern Regional MD), Alex Hugo (Southern Regional MD)",,https://www.wainhomes.net/landtosell/,Richard.chamberlain@wainhomes.co.uk,true,https://planning.lancaster.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=RM9T5YIZK2S00,Lancaster,108,Fri Dec 02 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,
Walbury Commercial,walbury-commercial,63c82b7a254c065170a9ee94,66604e1c217c0b26b9d7385a,Wed Jun 05 2024 11:38:04 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:38:04 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604e1c217c0b26b9d737d7_65e9a3345368fec6f2e0dd50_65817a4d13835057a0a6949a_6514482e242c6094ebbc51da_Screenshot%252525202023-09-27%25252520at%2525252016.20.12.png,,North East; North West,north-east; north-west,Residential,15,50,Richard Lawrence (Land Manager),,https://www.walburycommercial.co.uk/land-promotion/,richard@walburycommercial.co.uk,true,https://publicaccess.wyre.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=RWX1OWSDMXQ00,Wyre,21,Tue Aug 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,
Walker Group,walker-group,63c82b7a254c065170a9ee94,66604e1d4acd49139c991a40,Wed Jun 05 2024 11:38:05 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:38:05 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604e1d4acd49139c991a33_65e9a334ef1b78df023006e7_65817a4d84a5125d9421171d_64946857fd4173503365402d_Walker%25252520Group.jpeg,,Scotland,scotland,Residential,5,25,Graeme Patrick (Strategic Planning Director),,https://walkergroup.co.uk/,graemep@walkergroup.co.uk,false,,,,,,
Wates Developments,wates-developments,63c82b7a254c065170a9ee94,66604e1d52cc655fc2f056e8,Wed Jun 05 2024 11:38:05 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:38:05 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604e1d52cc655fc2f056e2_65e9a3347da0aa57683b071a_65817a4df66cbf66186d61b3_64946857fd41735033654037_Wates%25252520.png,,"London, Midlands, North East, North West, Scotland, South East, South West, Wales",london; midlands; north-east; north-west; scotland; south-east; south-west; wales,Residential,50,10000,David Law (Development Director),,https://www.wates.co.uk/services/wates-developments/,david.law@wates.co.uk,true,http://planning360.waverley.gov.uk/planning/search-applications#VIEW?RefType=GFPlanning&KeyNo=537152,Waverley,146,Thu Jun 16 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,
Wealden Homes,wealden-homes,63c82b7a254c065170a9ee94,66604e1d2beed452fd33580a,Wed Jun 05 2024 11:38:05 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:38:05 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604e1d2beed452fd3357fc_65e9a33504bdefcc6fbf77b6_65817a4d60e95fc76e25e8da_64946857fd4173503365402b_wealden%25252520homes.jpeg,,"South East, London",south-east; london,Residential,5,25,David Story (Director),,https://wealdenhomes.co.uk/land/,land@wealdenhomes.co.uk,false,,,,,,
Westacres Homes,westacres-homes,63c82b7a254c065170a9ee94,66604e1de12074f8cd25f45e,Wed Jun 05 2024 11:38:05 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:38:05 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604e1de12074f8cd25f447_65e9a3359fa94e0a5832b74e_65817a4ef733d55be9564bb6_64946857fd4173503365402e_Westacres%25252520Homes%25252520logo.jpeg,,Wales,wales,Residential,5,150,Ian Morgan (Director),,https://westacres.co.uk/,info@westacres.co.uk,true,https://property.swansea.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=R6MG75EV00300,Swansea,101,Wed Feb 02 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,
Westcountry Land & Homes,westcountry-land-homes,63c82b7a254c065170a9ee94,66604e1d639c140a8f60a1a1,Wed Jun 05 2024 11:38:05 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:38:05 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604e1d639c140a8f60a19b_65e9a3353856efb0b1b5f9c1_65817a4ea1edb8c6b96827b4_64946857fd41735033654036_Westcountry%25252520land%25252520logo.jpeg,,South West,south-west,Residential,5,250,John Schuttkacker (Director),,https://www.westcountryland.com/do-you-have-land/,john@westcountryland.com,true,http://planning.cornwall.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=QGCJD9FGM3E00,Cornwall,170,Mon Sep 28 2020 00:00:00 GMT+0000 (Coordinated Universal Time),,
Westerhill Homes,westerhill-homes,63c82b7a254c065170a9ee94,66604e1eb6558bd6480f5ac1,Wed Jun 05 2024 11:38:06 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:38:06 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604e1eb6558bd6480f5ab2_65e9a335a942dad5660b1255_65817a4e8164247f7303891a_64946857fd4173503365402f_Westerhill%25252520Homes%25252520logo.jpeg,,South East,south-east,Residential,10,50,Mark Byatt (Senior Land Manager),,https://www.westerhillhomes.co.uk/about-us/land-development/,markbyatt@chartwaygroup.co.uk,false,,,,,,
